full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
demi apapun timnas mainnya bagus bgt woyyy bisa yokkk😭😭😭,timnas main bagus banget woy yuk,Positif,0.016328778,0.16850671,0.81516457
Bagus banget mainnya Timnas. Kalah juga gak apa ini mah udah naek kelas 👏,bagus banget main timnas kalah mah kelas,Positif,0.003318802,0.254528,0.74215317
Babak pertama bagus banget timnas mainnya,babak bagus banget timnas main,Positif,0.0012743055,0.03549515,0.96323055
Timnas bagus banget ajg mainnya wtf terharu gw 😭😭😭,timnas bagus banget ajg main wtf haru gue,Positif,0.0008459758,0.031914286,0.96723974
"Aseli timnas mainnya bagus dah... STY jangan dikick, progress nya nyata banget ini",aseli timnas main bagus deh sty dikick progress nyata banget,Positif,0.00018823215,0.015143808,0.98466784
Sumpah ni timnas bagus banget mainnya malam ini,sumpah timnas bagus banget main malam,Positif,0.0019965752,0.059595045,0.9384084
keren banget ini timnas mainnya,keren banget timnas main,Positif,0.0015697675,0.038370747,0.96005946
MAINNYA TIMNAS DAH BAGUS TINGGAL GOL NYA AJA AYO!! BISA!! AKU YAKIN BAKAL BOBOL JUGA TU GAWANG KIPER UNGU,main timnas deh bagus tinggal gol ayo bobol gawang kiper ungu,Positif,0.013567052,0.13722117,0.84921175
KEREN BGT MAINNYA TIMNAS COKK🇮🇩🔥🇮🇩🔥🇮🇩🔥  #TimnasDay,keren banget main timnas cokk,Positif,0.00035403576,0.018627651,0.9810183
timnas nih mainnya bagus bgt tp finishingnya ampas macem club london utara merah itu yak 😅,timnas main bagus banget finishingnya ampas club london utara merah,Positif,0.00026655936,0.018447239,0.98128617
timnas keren gini mainnya,timnas keren main,Positif,0.03937125,0.30430144,0.65632737
"Mainnya timnas asik banget, tinggal finishingnya aja ini sihh",main timnas asik banget tinggal finishingnya,Positif,0.035199538,0.27560014,0.6892003
#TimnasDay cakep nih timnas mainnya. Bangga. Semoga gol https://t.co/ghQ2SwcFe0,cakep timnas main bangga moga gol,Positif,0.3091433,0.31049806,0.38035855
Kukira Manchester City ternyata Timnas indonesia. Keren banget mainnya tinggal finishing aja.,manchester city nyata timnas indonesia keren banget main tinggal finishing,Positif,0.010015097,0.087019324,0.9029656
timnas bagus bgt mainnya 🥹🥹,timnas bagus banget main,Positif,0.0027513455,0.06334621,0.93390244
TIMNAS MAINNYA BAGUS BGT COY #TimnasDay,timnas main bagus banget coy,Positif,0.0065663056,0.0977363,0.8956975
"ni eti bikin pnsrn deh timnas ktanya bagus mainnya, tp leoniel blm gold 😔😔😭😭😭",eti pnsrn deh timnas bagus main leoniel gold,Positif,0.0042076726,0.050840124,0.9449522
"Timnas mainnya keren, kalo lawan barcelona aku jelas pegang timnas",timnas main keren lawan barcelona pegang timnas,Positif,0.113448784,0.39873034,0.48782083
timnas mainnya bagus euy wkwk,timnas main bagus euy wkwk,Positif,0.0036435626,0.04852619,0.9478302
INI TIMNAS INDONESIA APA BRAZIL ANYING BAGUS BGT MAINNYA!!! #TimnasDay,timnas indonesia brazil anying bagus banget main,Positif,0.028074581,0.29236004,0.67956537
"Gila kualitas banget mainnya timnas, madun dan martin pasti bangga",gila kualitas banget main timnas madun martin bangga,Positif,0.012734626,0.3370534,0.65021193
"gelo marselino ini, 19thn mainnya dah kek gini asli wonderkid, aset jangka panjang timnas",gelo marselino main deh kayak asli wonderkid aset jangka timnas,Positif,0.01213715,0.24800147,0.7398614
Njiingg timnas mainnya keren bangeett,njiingg timnas main keren banget,Positif,0.0071802097,0.11027829,0.8825415
Timnas bagus cookk mainnya banyak bener variasi nyerangnya,timnas bagus cookk main variasi nyerangnya,Positif,0.026497321,0.14620958,0.8272931
YA ALLAH BANTU TIMNAS YA ALLAH MEREKA MAINNYA UDAH BAGUS BANGET TAPI STRIKERNYA EMANG KURANG YA ALLAH TOLONG DIBANTU 😭😭😭😭😭😭,allah bantu timnas allah main bagus banget striker allah tolong bantu,Positif,0.015228022,0.22994217,0.7548298
Terharu oyy nonton timnas wkwk cakep bener mainnya,haru oyy tonton timnas wkwk cakep main,Positif,0.3899774,0.19742534,0.4125972
TIMNAS MAINNYA CAKEP BANGET... TERHARU COK!,timnas main cakep banget haru cok,Positif,0.09379066,0.397781,0.50842834
Ini beneran timnas indonesia? Bagus banget mainnya 😭,timnas indonesia bagus banget main,Positif,0.010575494,0.08994245,0.899482
timnas mainnya lebih bagus dari barcelona gini resepnya apa?,timnas main bagus barcelona resep,Positif,0.041613538,0.20350285,0.75488365
wow timnas hari ini bnr2 keren mainnya👏,wow timnas keren main,Positif,0.053963467,0.34238547,0.60365105
Timnas mainnya cantik banget kek tim tim EPL😭❤️,timnas main cantik banget kayak tim tim epl,Positif,0.036402933,0.14730862,0.8162885
Ini seriusan Timnas indonesia? Keren bgt mainnya gilakkk,serius timnas indonesia keren banget main gila,Positif,0.018922165,0.115461744,0.86561614
Timnas mainnya baguss 🥹,timnas main bagus,Positif,0.020000244,0.29280236,0.68719745
@idextratime @bliblidotcom Ini timnas atau chelsea. Enak bener mainnya,timnas chelsea enak main,Positif,0.016407274,0.11933515,0.86425763
Faak mainnya enak banget timnas,faak main enak banget timnas,Positif,0.002392813,0.071010195,0.92659706
timnas bagus bgt mainnya 🥶🥶🥶,timnas bagus banget main,Positif,0.0027513455,0.06334621,0.93390244
Bagus bener mainnya timnas Indonesia. Sayang penyelesaiannga anyep. #AUSvIDN,bagus main timnas indonesia sayang penyelesaiannga anyep,Positif,0.17238678,0.24818406,0.5794291
ini timnas mainnya enak bgttt ditonton,timnas main enak banget tonton,Positif,0.0010341704,0.034959108,0.9640067
Kerenn asli timnas mainnya cantik,keren asli timnas main cantik,Positif,0.06823435,0.17544994,0.75631577
ini timnas mana sih kok rapi bner mainnya,timnas rapi main,Positif,0.082534045,0.4043253,0.5131407
KAYAK BUKAN NONTON TIMNAS ANJIING KEREN BAT MAINNYA,kayak tonton timnas anjiing keren banget main,Positif,0.029825205,0.21783346,0.7523414
timnas mainnya udah bagus tinggal golnya aja ini mah,timnas main bagus tinggal gol mah,Positif,0.113592625,0.2598003,0.62660706
ini gue bener nonton timnas Indo kan ya? 😅 bagus bener mainnya,gue tonton timnas indonesia bagus main,Positif,0.21918884,0.34984806,0.4309631
KEREN MAINNYA TIMNAS 🇮🇩,keren main timnas,Positif,0.16531135,0.23561968,0.599069
Timnas Indonesia sejauh ini mainnya cantikk bangett 🥹❤️,timnas indonesia main cantik banget,Positif,0.034197755,0.24451914,0.72128314
"FAAAAAKKK TIMNAS MAINNYA KELAS BANGET, KAYA BUKAN NONTON TIMNAS 😭😭😭🥹🥹🥹✨✨",faaaaakkk timnas main kelas banget kayak tonton timnas,Positif,0.11797572,0.40903157,0.47299266
Keren mainnya timnas 🔥,keren main timnas,Positif,0.16531135,0.23561968,0.599069
Ini beneran Timnas Indonesia? Asik bgt bjir mainnya😭,timnas indonesia asik banget bjir main,Positif,0.0193663,0.11046849,0.87016517
timnas hindia belanda keren mainnya,timnas hindia belanda keren main,Positif,0.079378605,0.19346307,0.7271583
"Ini klo ga ada goal buat timnas kebangetan sih, udh keren gini mainnya",goal timnas banget keren main,Positif,0.003938582,0.06518108,0.93088037
"Timnas day , mainnya bagus bener ini cok, nyerang terus",timnas day main bagus cok serang,Positif,0.07233882,0.23405647,0.6936047
timnas mainnya bagus bet cok,timnas main bagus banget cok,Positif,0.00861687,0.11961899,0.8717641
Timnas hari ini mainnya bagus banget,timnas main bagus banget,Positif,0.004894415,0.12555695,0.8695487
tell me ini bukan timnas gak sih anjrit keren banget mainnya,tell me timnas anjrit keren banget main,Positif,0.009121146,0.086445175,0.90443367
Kok lumayan ini mainnya timnas,lumayan main timnas,Positif,0.12697256,0.25062123,0.62240624
Cakep bgt mainnya timnas gokilll,cakep banget main timnas gila,Positif,0.03568196,0.20836174,0.75595635
serius ini timnas bjir goks amat mainnya cantik banget,serius timnas bjir goks main cantik banget,Positif,0.019150343,0.19166718,0.78918254
Timnas mainnya bagus bangey cuy lebih bagus dari permainan australi #TimnasDay,timnas main bagus bangey cuy bagus main australi,Positif,0.001504603,0.03474336,0.9637521
woyy keren banget lah timnas mainnya,woyy keren banget timnas main,Positif,0.0018765128,0.042503364,0.95562017
"Sumpah, keren banget cok Timnas mainnya.",sumpah keren banget cok timnas main,Positif,0.007855481,0.14268996,0.8494546
Eh kok bagus ini mainnya timnas Indonesia,eh bagus main timnas indonesia,Positif,0.19388473,0.32011104,0.48600417
terharu liat mainnya timnas 🥺,haru lihat main timnas,Positif,0.29611155,0.33007097,0.37381753
timnas keren banget mainnya 😭,timnas keren banget main,Positif,0.0046975617,0.063643515,0.93165886
Timnas mainnya keren banget 😭😭😭,timnas main keren banget,Positif,0.00647253,0.105638325,0.88788915
Asli mainnya bagus. Harusnya kayak 1 gol buat timnas .,asli main bagus kayak gol timnas,Positif,0.1505192,0.21791787,0.6315629
timnas mainnya keren gini,timnas main keren,Positif,0.07791013,0.25635603,0.6657339
keren amat timnas mainnya,keren timnas main,Positif,0.114432916,0.28783247,0.5977346
GILEE TIMNAS INDONESIA MAINNYA KERASUKAN APA NIH? KEREN BANGET BJIIRR,gilee timnas indonesia main rasuk keren banget bjiirr,Positif,0.06992357,0.19839899,0.73167735
SUMPAHH TIMNAS KEREN BANGET MAINNYA. PAKEK JIMAT APA INII,sumpah timnas keren banget main pakai jimat,Positif,0.010050979,0.21952452,0.77042454
"Liat timeline pada bilang timnas main bagus.  .  Hmm ini Australia yg kaget kayaknya loh ko bisa mereka mainnya begini 😂😂😂""""",lihat timeline timnas main bagus hmm australia kaget kayak main,Positif,0.015450728,0.09759303,0.8869563
"timnas mainnya udah bagus banget, tinggal gol-nya aja yg belum dateng😭",timnas main bagus banget tinggal gol,Positif,0.009852589,0.101975515,0.88817185
"sekeluarga nonton pada blg timnas bagus banget mainnya, improve banyak🥹🥹",keluarga tonton timnas bagus banget main improve,Positif,0.0066164657,0.06620651,0.927177
bagus gini timnas mainnya,bagus timnas main,Positif,0.063840196,0.36729535,0.56886446
"@Info_SerieA setelah timnas Piala Asia 2007 ini, timnas ini gokil sih mainnya",seriea timnas piala asia timnas gila main,Positif,0.18967457,0.3782761,0.43204936
"Anjay ini bukan timnas yg gue liat, mainnya bagus bgt kayak emyu",anjay timnas gue lihat main bagus banget kayak emyu,Positif,0.046221066,0.2506393,0.70313966
Jujur timnas mainnya kali ini enak bgt gila,jujur timnas main kali enak banget gila,Positif,0.005023867,0.27830693,0.71666926
Cakep banget dah mainnya timnas 🔥🔥🔥,cakep banget deh main timnas,Positif,0.0014479636,0.06646334,0.9320888
Gak berasa nonton timnas Indonesia vs Australia 😭  Indonesia mainnya cair dan berani #AUSvIDN #AsianCup2023,asa tonton timnas indonesia vs australia indonesia main cair berani,Positif,0.31579575,0.25553715,0.42866716
"sejauh ini permainan timnas indonesia mainnya sangat bagus, bisa mengimbangi timnas australia. #TimnasDay #AsianCup2023",main timnas indonesia main bagus imbang timnas australia,Positif,0.06478523,0.1651724,0.77004236
"NGERI TIMNAS MAINNYA TENANG DAN RAPI BANGET, SEMOGA KONSISTEN 90 MENIT  #TimnasDay #AFCAsianCup2023",ngeri timnas main tenang rapi banget moga konsisten menit,Positif,0.0053666383,0.06390985,0.9307236
Ga nyangka timnas mainnya bagus gini,sangka timnas main bagus,Positif,0.027202755,0.43403062,0.53876656
"@idextratime @bliblidotcom Mainnya ganteng gini timnas euy, kombinasi marceng hubner dan ivar harum",main ganteng timnas euy kombinasi marceng hubner ivar harum,Positif,0.13310686,0.1994412,0.667452
"Indonesia mainnya bagus bener wkwkwkw. Tenang, kalem, mikir, walaupun kadang di depan ya begitu. kapan lg coba ngeliat timnas main secantik ini🥵🥵",indonesia main bagus wkwkwkw tenang kalem mikir kadang coba lihat timnas main cantik,Positif,0.021754548,0.11694506,0.86130035
timnas ni? keren bgt mainnya 🇮🇩,timnas keren banget main,Positif,0.0046975617,0.063643515,0.93165886
timnas mainnya enak kalem ga grusak grusuk,timnas main enak kalem grusak grusuk,Positif,0.008222182,0.09047867,0.9012991
SEJAUH INI BENER BENER BANGGA BANGET NANGIS MAINNYA CIAMIK WOILAH TIMNAS😭🤍,bangga banget menang main ciamik woilah timnas,Positif,0.0023874019,0.04240321,0.95520943
Result aside. Cukup kagum sama cara mainnya timnas.  Shin Tae Yong does raise the bar for Indonesian football.,result aside kagum main timnas shin tae yong does raise the bar for indonesian football,Positif,0.28399536,0.20194928,0.51405543
Ini Timnas Indonesia bener lawan Australia apa Brunei Darussalam?kok cakep banget mainnya.,timnas indonesia lawan australia brunei darussalamkok cakep banget main,Positif,0.109848246,0.4440707,0.44608107
Keren gini timnas Indonesia mainnya 🫡,keren timnas indonesia main,Positif,0.28754848,0.26030135,0.45215017
Keren bgt bjir mainnya timnas,keren banget bjir main timnas,Positif,0.002369933,0.049196593,0.9484335
@idextratime @bliblidotcom Selama nonton Timnas dari zamannya Kurnia sandy x ini sangat bagua mainnya kereen njirr,tonton timnas zaman kurnia sandy bagua main keren anjir,Positif,0.24535553,0.33564454,0.41899982
Wah keren sih ini cara mainnya timnas.,keren main timnas,Positif,0.16531135,0.23561968,0.599069
njirrr mainnya timnas enak bgt ditonton,anjir main timnas enak banget tonton,Positif,0.0070174173,0.24450767,0.74847496
Terharu liat mainnya timnas.,haru lihat main timnas,Positif,0.29611155,0.33007097,0.37381753
timnas malem ini mainnya keren banget coy tinggal gol aja ini please please please,timnas malam main keren banget coy tinggal gol please please please,Positif,0.0015575836,0.036215506,0.96222687
Ini timnas hari ini mainnya enak dilihat. GG 👏,timnas main enak lihat,Positif,0.08135616,0.24260534,0.6760385
Mainnya enak gini timnas,main enak timnas,Positif,0.14771974,0.24499352,0.6072868
Timnas mainnya udah keren banget😭😭😭 mau nangisssss #TimnasDay,timnas main keren banget nangisssss,Positif,0.014755911,0.14505333,0.8401907
Ini timnas ini keren banget mainnya #TimnasDay,timnas keren banget main,Positif,0.0046975617,0.063643515,0.93165886
Serius timnas Indonesia mainnya sebagus ini,serius timnas indonesia main bagus,Positif,0.14295988,0.36909708,0.48794296
keren bener mainnya ini timnas 🔥,keren main timnas,Positif,0.16531135,0.23561968,0.599069
Timnas Indonesia mainnya bagus banget 🥹,timnas indonesia main bagus banget,Positif,0.01948393,0.19297603,0.78754
@txtboy_ Jujur timnas mainnya bagus banget 😭😭😭😭 cuma AAAAAKK HAMPIR GOL TADI WKWKWK,jujur timnas main bagus banget aaaaakk gol wkwkwk,Positif,0.0021196494,0.058086295,0.939794
"Sumpah ini beda banget sama pas lawan jepang, Australia ngga pelit bola, timnas mainnya bener2 naik banget 👏🏻👏🏻 #TimnasDay",sumpah beda banget pas lawan jepang australia pelit bola timnas main banget,Positif,0.004420983,0.16074654,0.8348325
"kalopun timnas kalah malam ini, its okay, karena mainnya bagus",timnas kalah malam its okay main bagus,Positif,0.2121891,0.3400628,0.44774815
timnas mainnya upgrade bgt,timnas main upgrade banget,Positif,0.02370746,0.45053923,0.5257533
cantik banget mainnya timnas woyyy #TimnasDay,cantik banget main timnas woy,Positif,0.007914485,0.103407875,0.88867766
Itu timnas Indo atau tim epl!? Cakep bener mainnya,timnas indonesia tim epl cakep main,Positif,0.24267678,0.3764414,0.38088185
"Ini timnas kalo udh bagus gini mainnya cuman kurang 1, ganti STY ama Fakhri Husaini",timnas bagus main cuman ganti sty fakhri husaini,Positif,0.12860078,0.22265486,0.6487444
"TIMNAS MAINNYA KY EMYU. BISA PEGANG BOLA, NYAMPE DEPAN BINGUNG. YOK ISO YOOK",timnas main kaya emyu pegang bola bingung yuk iso yuk,Positif,0.33079365,0.20990136,0.45930502
Timnas kita mainnya cantik coy,timnas main cantik coy,Positif,0.19652115,0.23847248,0.5650064
Kok bisa Bung Towel masih ngomel tentang STY ketika timnas mainnya sebagus ini,towel ngomel sty timnas main bagus,Positif,0.020095648,0.41928986,0.56061447
bjirrrr gamau ngejinx tapi gue bangga sama mainnya timnas kali ini! #TimnasDay,bjirrrr enggak mau ngejinx gue bangga main timnas kali,Positif,0.28373593,0.27324003,0.443024
bjirlah mainnya keren cuy timnas guee 😭,bjirlah main keren cuy timnas gue,Positif,0.032847315,0.12781714,0.8393355
kok pas nonton timnas gue merasa Indonesia masih punya peluang menang lawan australia yaa. mainnya udah oke dah ini indo 😍😍,pas tonton timnas gue indonesia peluang menang lawan australia main oke deh indonesia,Positif,0.30128536,0.25936872,0.43934596
Timnas Indonesia kalo mainnya begini dari dulu udh berkali kali juara seagames dan asian games ga sihh 🥰😭 #TimnasDay,timnas indonesia main kali kali juara seagames asi games,Positif,0.044653658,0.16019161,0.79515475
Ehhh sumpah mainnya enak bgt diliat walau udah kebobolan 1 tapi emang lagi baguss coyy itu timnas indo apa real madrid itu,eh sumpah main enak banget lihat bobol bagus coyy timnas indonesia real madrid,Positif,0.0039481525,0.06311843,0.93293345
"@utdfocusid Asli serasa gak nonton timnas, keren mainnya",asli serasa tonton timnas keren main,Positif,0.022072027,0.114594296,0.86333364
"sejauh ini australia mainnya biasa aja, atau timnas aja yang jauh lebih cakep malam ini",australia main timnas cakep malam,Positif,0.33801764,0.25777623,0.4042061
