full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
Keren gini timnas Indonesia mainnya 🫡,keren timnas indonesia main,Positif,0.28754848,0.26030135,0.45215017
timnas mainnya cakep🤩,timnas main cakep,Negatif,0.14725405,0.5473613,0.30538467
Keren bgt bjir mainnya timnas,keren banget bjir main timnas,Positif,0.002369933,0.049196593,0.9484335
Ganteng bngt ini timnas mainnya,ganteng banget timnas main,Negatif,0.010555037,0.6148614,0.3745835
@idextratime @bliblidotcom Selama nonton Timnas dari zamannya Kurnia sandy x ini sangat bagua mainnya kereen njirr,tonton timnas zaman kurnia sandy bagua main keren anjir,Positif,0.24535553,0.33564454,0.41899982
Wah keren sih ini cara mainnya timnas.,keren main timnas,Positif,0.16531135,0.23561968,0.599069
njirrr mainnya timnas enak bgt ditonton,anjir main timnas enak banget tonton,Positif,0.0070174173,0.24450767,0.74847496
Terharu liat mainnya timnas.,haru lihat main timnas,Positif,0.29611155,0.33007097,0.37381753
timnas malem ini mainnya keren banget coy tinggal gol aja ini please please please,timnas malam main keren banget coy tinggal gol please please please,Positif,0.0015575836,0.036215506,0.96222687
Buseeeeet ini beneran timnas? Mainnya ngeri bgt cooy Udah berani main passing 🔥 Yoook konsisten! 🤙🏾🔥🇮🇩,buseeeeet timnas main ngeri banget cooy berani main passing yoook konsisten,Negatif,0.15750226,0.49896234,0.3435354
Ini timnas hari ini mainnya enak dilihat. GG 👏,timnas main enak lihat,Positif,0.08135616,0.24260534,0.6760385
Mainnya enak gini timnas,main enak timnas,Positif,0.14771974,0.24499352,0.6072868
Timnas so far mainnya keren cok,timnas sok far main keren cok,Negatif,0.083854415,0.677268,0.23887758
Timnas mainnya udah keren banget😭😭😭 mau nangisssss #TimnasDay,timnas main keren banget nangisssss,Positif,0.014755911,0.14505333,0.8401907
Ini timnas ini keren banget mainnya #TimnasDay,timnas keren banget main,Positif,0.0046975617,0.063643515,0.93165886
Serius timnas Indonesia mainnya sebagus ini,serius timnas indonesia main bagus,Positif,0.14295988,0.36909708,0.48794296
ganteng gini timnas mainnya ❤,ganteng timnas main,Negatif,0.05574629,0.56334174,0.38091195
keren bener mainnya ini timnas 🔥,keren main timnas,Positif,0.16531135,0.23561968,0.599069
"Tapi mainnya kok bagus juga, lu Timnas.",main bagus lu timnas,Negatif,0.018586813,0.8867428,0.0946704
Timnas Indonesia mainnya bagus banget 🥹,timnas indonesia main bagus banget,Positif,0.01948393,0.19297603,0.78754
@txtboy_ Jujur timnas mainnya bagus banget 😭😭😭😭 cuma AAAAAKK HAMPIR GOL TADI WKWKWK,jujur timnas main bagus banget aaaaakk gol wkwkwk,Positif,0.0021196494,0.058086295,0.939794
"Sumpah ini beda banget sama pas lawan jepang, Australia ngga pelit bola, timnas mainnya bener2 naik banget 👏🏻👏🏻 #TimnasDay",sumpah beda banget pas lawan jepang australia pelit bola timnas main banget,Positif,0.004420983,0.16074654,0.8348325
"kalopun timnas kalah malam ini, its okay, karena mainnya bagus",timnas kalah malam its okay main bagus,Positif,0.2121891,0.3400628,0.44774815
Timnas kalo gada pemain liga 1 mainnya ya gini wkwkkw,timnas enggak ada main liga main wkwkkw,Negatif,0.003915814,0.9788084,0.01727583
timnas mainnya upgrade bgt,timnas main upgrade banget,Positif,0.02370746,0.45053923,0.5257533
cantik banget mainnya timnas woyyy #TimnasDay,cantik banget main timnas woy,Positif,0.007914485,0.103407875,0.88867766
Itu timnas Indo atau tim epl!? Cakep bener mainnya,timnas indonesia tim epl cakep main,Positif,0.24267678,0.3764414,0.38088185
"Ini timnas kalo udh bagus gini mainnya cuman kurang 1, ganti STY ama Fakhri Husaini",timnas bagus main cuman ganti sty fakhri husaini,Positif,0.12860078,0.22265486,0.6487444
"TIMNAS MAINNYA KY EMYU. BISA PEGANG BOLA, NYAMPE DEPAN BINGUNG. YOK ISO YOOK",timnas main kaya emyu pegang bola bingung yuk iso yuk,Positif,0.33079365,0.20990136,0.45930502
Timnas Indo nih? Rapi bener mainnya,timnas indonesia rapi main,Negatif,0.17984629,0.4102684,0.4098853
Timnas kita mainnya cantik coy,timnas main cantik coy,Positif,0.19652115,0.23847248,0.5650064
Kok bisa Bung Towel masih ngomel tentang STY ketika timnas mainnya sebagus ini,towel ngomel sty timnas main bagus,Positif,0.020095648,0.41928986,0.56061447
Sejauh ini Timnas mainnya sangat menghibur... 🇮🇩,timnas main hibur,Negatif,0.19848247,0.4037321,0.39778543
bjirrrr gamau ngejinx tapi gue bangga sama mainnya timnas kali ini! #TimnasDay,bjirrrr enggak mau ngejinx gue bangga main timnas kali,Positif,0.28373593,0.27324003,0.443024
woi ini bagus banget mainnya timnas indo😭,woi bagus banget main timnas indonesia,Negatif,0.0029508632,0.83863497,0.15841416
Mau nangis timnas mainnya bangus pollllll🥹❤️🤍,menang timnas main bangus pollllll,Netral,0.50470924,0.20393236,0.29135847
bjirlah mainnya keren cuy timnas guee 😭,bjirlah main keren cuy timnas gue,Positif,0.032847315,0.12781714,0.8393355
kok pas nonton timnas gue merasa Indonesia masih punya peluang menang lawan australia yaa. mainnya udah oke dah ini indo 😍😍,pas tonton timnas gue indonesia peluang menang lawan australia main oke deh indonesia,Positif,0.30128536,0.25936872,0.43934596
Timnas Indonesia kalo mainnya begini dari dulu udh berkali kali juara seagames dan asian games ga sihh 🥰😭 #TimnasDay,timnas indonesia main kali kali juara seagames asi games,Positif,0.044653658,0.16019161,0.79515475
Gokil Timnas mainnya 😭😭😭,gila timnas main,Negatif,0.036677726,0.8118874,0.1514349
"Kalau timnas kalah, udah ga kecewa karena mainnya bagus (sejauh ini di babak pertama). At least ga terlihat inferior..👏🏻",timnas kalah kecewa main bagus babak at least lihat inferior,Negatif,0.03612337,0.83816314,0.12571354
Timnas juga mainnya enakk bgt tp td emg apes aja kegolannya begitu,timnas main enakk banget apes gol,Negatif,0.011341591,0.9545205,0.034137912
Ehhh sumpah mainnya enak bgt diliat walau udah kebobolan 1 tapi emang lagi baguss coyy itu timnas indo apa real madrid itu,eh sumpah main enak banget lihat bobol bagus coyy timnas indonesia real madrid,Positif,0.0039481525,0.06311843,0.93293345
"Gak pernah tak bayangkan sebelumnya, timnas sepakbola indonesia bisa ngimbangin australia mainnya",bayang timnas sepakbola indonesia ngimbangin australia main,Negatif,0.106383204,0.65204465,0.24157208
"@utdfocusid Asli serasa gak nonton timnas, keren mainnya",asli serasa tonton timnas keren main,Positif,0.022072027,0.114594296,0.86333364
"sejauh ini australia mainnya biasa aja, atau timnas aja yang jauh lebih cakep malam ini",australia main timnas cakep malam,Positif,0.33801764,0.25777623,0.4042061
Timnas mainnya asik kalii. Bismillah gol,timnas main asik kali bismillah gol,Negatif,0.09396672,0.48825002,0.4177832
timnas kalo mainnya kayak skrg ini walaupun kalah juga ga bakalan nyesel nonton,timnas main kayak kalah sesal tonton,Negatif,0.011667226,0.93612117,0.052211557
sumpah ini bagus timnas mainnya alhamdulillah !,sumpah bagus timnas main alhamdulillah,Negatif,0.013943029,0.9281498,0.057907093
Ini kayanya era Timnas yg mainnya ga cuma pake otot,kaya era timnas main pakai otot,Netral,0.4069649,0.2719954,0.32103968
gila ini timnas mainnya bagus bgt,gila timnas main bagus banget,Positif,0.008766247,0.42574024,0.56549346
Sumpah timnas mainnya Bagus banget #TimnasDay,sumpah timnas main bagus banget,Positif,0.008576243,0.392911,0.59851277
Sejauh ini mainnya timnas vs Australia okelah,main timnas vs australia oke,Positif,0.0728735,0.18620431,0.74092215
"Cakep jg ini timnas mainnya, Australia menang pengalaman aja sbnernya, mainnya juga ga bagus2 amat, apa Australianya yg under perform? Atau emg Australia saat ini ga jago2 amat?",cakep timnas main australia menang alam sbnernya main bagus australianya under perform australia jago,Positif,0.0042086923,0.054358777,0.9414326
sampe ngecek link ulang2 ini beneran timnas apa bukan🫠. mainnya keren malam ini,ecek link ulang timnas main keren malam,Positif,0.04742879,0.29954928,0.65302193
Edaaaaan banget ini mainnya bagus banget timnas asliiiik ##TimnasDay,edaaaaan banget main bagus banget timnas asliiiik,Positif,0.0009865068,0.028434802,0.97057873
Mainnya enak ditonton nih timnas,main enak tonton timnas,Positif,0.055427678,0.25213778,0.69243443
"@CoklatBala Aamiin Yra.. yes, semoga Timnas Garuda mainnya lebih baik dari sebelumnya yah 😇",amin yra yes moga timnas garuda main,Negatif,0.19830267,0.42447117,0.3772262
jirr timnas hari ini mainnya bagusss,anjir timnas main bagus,Negatif,0.01342976,0.83094585,0.15562434
@IDGoonerscom Masih bagusan Timnas mainnya 🤐,bagus timnas main,Positif,0.063840196,0.36729535,0.56886446
ini timnas rapi amat mainnya cok,timnas rapi main cok,Negatif,0.19653432,0.44699988,0.35646582
mainnya timnas gilee 😍 onfireee 🔥,main timnas gilee onfireee,Netral,0.41924274,0.2600666,0.3206907
Enak y sekrang timnas mainnya,enak timnas main,Positif,0.09764823,0.37511703,0.5272348
Mainnya tenang dan keren gini..merinding woey #Timnas #AsianCup2023,main tenang keren ginimerinding woy,Positif,0.034850862,0.14576913,0.81938004
Keren banget mainnya bujang-bujang timnas Indonesia #TimnasDay,keren banget main bujangbujang timnas indonesia,Positif,0.0011336424,0.03246057,0.96640575
Keren gini mainnya timnas coy,keren main timnas coy,Positif,0.027118826,0.117133126,0.85574794
keren mainnya walaupun lagi tertinggal. tetap semangat kawan #Timnas,keren main tinggal semangat kawan,Positif,0.015160032,0.09686708,0.8879729
timnas mainnya kaya king madrid coy 😎,timnas main kayak king madrid coy,Negatif,0.12386026,0.65051836,0.22562139
"Kiper Timnas Australia enak banget mainnya sambil ngadem, gak kena panas.",kiper timnas australia enak banget main ngadem kena panas,Positif,0.0004430845,0.021614317,0.9779425
"Biasanya garis pertahanannya nggapaernah setinggi ini, ini timnas mainnya keren sumpah 🔥🔥",garis tahan nggapaernah timnas main keren sumpah,Positif,0.25862545,0.29851472,0.4428598
"Timnas mainnya kayak Bayern Leverkusen asli, moga menang ini 😇",timnas main kayak bayern leverkusen asli moga menang,Positif,0.28531593,0.33700454,0.3776796
Timnas mainnya enak bgt cok,timnas main enak banget cok,Positif,0.0028147036,0.085058555,0.9121267
"MAINNYA KONSISTEN BANGET TIMNAS, AYO BISA 🔥",main konsisten banget timnas ayo,Negatif,0.02560131,0.852501,0.12189775
anying ini beneran timnas Indonesia? lebih enak dilihat daripada @ManUtd haya mainnya https://t.co/yE54muVVva,anying timnas indonesia enak lihat haya main,Positif,0.23940538,0.24839239,0.5122023
ini timnas mainnya apik bener 😭,timnas main apik,Positif,0.23968448,0.31189469,0.44842085
Timnas mainnya bagus woy,timnas main bagus woy,Negatif,0.04211467,0.7335962,0.22428915
Njirr timnas indonesia mainnya bagus banget 🥲🥲,anjir timnas indonesia main bagus banget,Negatif,0.012864916,0.64440566,0.34272945
Udah lama gak nonton timnas dan aslii mainnya baguus,tonton timnas asli main baguus,Netral,0.41650304,0.24710461,0.33639228
Sumpah timnas Garuda mainnya berkelas!!! #TimnasDay,sumpah timnas garuda main kelas,Negatif,0.045848813,0.7821219,0.17202921
timnas mainnya dah kek club liga inggris 😍,timnas main deh kayak club liga inggris,Positif,0.0053463117,0.11406299,0.8805907
Sejauh ini timnas keren cuy mainnya🔥,timnas keren cuy main,Positif,0.1189096,0.27430648,0.6067839
"weyy itu jersey merah kek bukan timnas indonesia, soalnya keren amayy mainnya coyy wkwkwkw.",weyy jersey merah kayak timnas indonesia keren amayy main coyy wkwkwkw,Positif,0.30058736,0.3046074,0.39480522
Tenang banget timnas mainnya,tenang banget timnas main,Positif,0.0024290641,0.0499652,0.9476058
terheran-heran mainnya timnas ini enak ditonton #TimnasDay,terheranheran main timnas enak tonton,Negatif,0.05554699,0.6070806,0.33737242
timnas keren amat cok mainnya 😭,timnas keren cok main,Positif,0.13276933,0.35915604,0.50807464
gila timnas mainnya keren dh malem inj,gila timnas main keren deh malam inj,Positif,0.00439956,0.06105181,0.9345487
Timnas mainnya keren gini😭,timnas main keren,Positif,0.07791013,0.25635603,0.6657339
jujur mainnya enak bangett timnas,jujur main enak banget timnas,Positif,0.010178849,0.39250615,0.597315
"ini beneran timnas Indonesia bisa ngimbangin permainan Australia? gilaaa, dulu keknya liet timnas mainnya long ball mulu. sekarang bisa build up dari belakang sampe depan dengan rapi 🥰",timnas indonesia ngimbangin main australia gila kayak liet timnas main long ball mulu build up rapi,Negatif,0.18018915,0.5074722,0.31233868
"@idextratime @bliblidotcom Bahkan komentator ga nyangka  australia yang klasemen pertama di grubnya, mainnya diobok-obok sama timnas",komentator sangka australia klasemen grubnya main diobokobok timnas,Netral,0.3834002,0.2977527,0.31884712
@idextratime @bliblidotcom Mau gimana pun hasilnya nanti gue bangga liat timnas mainnya gini,hasil gue bangga lihat timnas main,Positif,0.36607203,0.2415329,0.39239508
gila timnas skrg enak diliat mainnya,gila timnas enak lihat main,Negatif,0.11412805,0.59078735,0.2950846
bangke mainnya bagus euy timnas,bangkai main bagus euy timnas,Positif,0.021414695,0.118045166,0.86054015
Timnas ni mainnya keren coyy Tpi tetep pesimis 😭👊,timnas main keren coyy pesimis,Positif,0.037292827,0.13346718,0.82923996
"Woi ajg. Ini timnas mainnya enak bgt ditonton cok. Sty dipecat, blunder PSSI sih.",woi ajg timnas main enak banget tonton cok sty pecat blunder pssi,Positif,0.002247437,0.08484087,0.9129117
gokil Timnas mennn bagus banget mainnya,gila timnas mennn bagus banget main,Positif,0.01275154,0.265779,0.7214694
Mainnya enak bgt nih timnas.,main enak banget timnas,Positif,0.002159558,0.06787327,0.92996716
"Timnas no beban sih, jd enak mainnya",timnas no beban enak main,Negatif,0.010364869,0.90994585,0.079689234
"Sejauh ini enak banget mainnya timnas, walopun udah jebol satu",enak banget main timnas walopun jebol,Positif,0.0004124257,0.020435164,0.9791525
Gila timnas mainnya kaga sungkan sungkan lagi berhadapan dgn pemain yg mayoritas bermain di Eropa dan berani menguasai bola 👏👏,gila timnas main kagak sungkan sungkan hadap main mayoritas main eropa berani kuasa bola,Negatif,0.07348974,0.79048586,0.13602446
Timnas mainnya oke juga🚩🚩🚩,timnas main oke,Positif,0.024236307,0.41618255,0.55958116
Timnas mainnya beda bngt. Berasa liat klub eropa,timnas main beda banget asa lihat klub eropa,Positif,0.0008688652,0.029553942,0.96957725
"Kalaupun kalah, timnas mainnya ttp bagus sih. Bahkan pas nntn korea kmrn ga seseru ini",kalah timnas main bagus pas tonton korea kemarin seru,Positif,0.010145899,0.09060048,0.8992536
Timnas mainnya rapi gini 🥹,timnas main rapi,Positif,0.2056587,0.35985747,0.4344839
mainnya cakep bener ini timnas sat,main cakep timnas sat,Positif,0.35182825,0.23518518,0.41298652
enak sih mainnya timnas,enak main timnas,Positif,0.036567993,0.13695318,0.8264789
Keren bangett mainnya timnas kita woyy 😭😭,keren banget main timnas woyy,Positif,0.00035403576,0.018627651,0.9810183
timnas keren gini mainnya,timnas keren main,Positif,0.03937125,0.30430144,0.65632737
TIMNAS MAINNYA BAGUS BANGET,timnas main bagus banget,Positif,0.004894415,0.12555695,0.8695487
"Indonesia mlm ini mainnya lebih asyik. Stlah ketinggalan 0-1 lawan Australia, timnas lbh berani menyerang. Pertanda baik kah??? #TimnasDay #timnasindonesia  #AsianCup2023  #AFCAsianCup2023  #AsianCup",indonesia malam main asyik stlah tinggal lawan australia timnas berani serang tanda kah,Positif,0.30971986,0.308287,0.3819932
"STY gokilll, Timnas mainnya rapih kali",sty gila timnas main rapi kali,Negatif,0.053516496,0.79949814,0.14698532
Bagus bet ya timnas sekarang teh mainnya,bagus banget timnas teh main,Positif,0.00014019395,0.014164679,0.9856952
Timnas mainnya okee bangetttt,timnas main okee banget,Negatif,0.012809614,0.71807647,0.269114
Masih ga percaya timnas mainnya cakep begini 😭,percaya timnas main cakep,Negatif,0.079627536,0.70365494,0.21671759
"ini bagus lho mainnya. konsisten, please, timnas.",bagus lho main konsisten please timnas,Positif,0.034213286,0.13924898,0.8265377
"AYO TETAP TENANG TIMNAS MAINNYA KALIAN LEBIH BAGUS, BISA MENGEJAR INI",ayo tenang timnas main bagus kejar,Positif,0.022626242,0.1952594,0.7821143
bagus bat mainnya anjingg ga pernah kebayang seumur hidup kalo timnas bakal gini mainnya,bagus banget main anjingg bayang umur hidup timnas main,Negatif,0.002540951,0.66144264,0.33601642
Gila keren bgt sih mainnya timnas Indonesia👊🏻💥,gila keren banget main timnas indonesia,Positif,0.023193879,0.13949513,0.8373109
MAINNYA TIMNAS BAGUS TCUYYY,main timnas bagus tcuyyy,Negatif,0.033570778,0.73727614,0.22915308
KEREN BANGET TIMNAS MAINNYA COK,keren banget timnas main cok,Positif,0.0029271692,0.055528075,0.94154483
Kok keren gini mainnya timnas,keren main timnas,Positif,0.16531135,0.23561968,0.599069
menjanjikan nih timnas kalau mainnya gini terus😭😭,janji timnas main,Negatif,0.028842362,0.8279619,0.14319573
"Kayak bukan timnas mainnya, sejauh ini, ini sih yg paling jauh 🫡",kayak timnas main,Negatif,0.031158365,0.8728124,0.096029185
timnas mainnya bagus banget pen nangis,timnas main bagus banget pengin menang,Positif,0.027690655,0.3045059,0.6678034
ini Timnas Indo apa Argentina jago banget mainnya,timnas indonesia argentina jago banget main,Negatif,0.057106145,0.7144447,0.22844917
"timnas mainnya gila hari ini, bagus banget😭",timnas main gila bagus banget,Negatif,0.021329612,0.5014433,0.47722706
demi tuhan ini timnas mainnya bagus bgt cok,tuhan timnas main bagus banget cok,Positif,0.01138035,0.15139318,0.83722645
Gilak timnas mainnya,gila timnas main,Negatif,0.036677726,0.8118874,0.1514349
timnas mainnya enak niy,timnas main enak niy,Positif,0.1674599,0.2604284,0.57211167
Keren banget timnas mainnya 😭 Kalah menang tetep keren,keren banget timnas main kalah menang keren,Positif,0.000745199,0.027864475,0.9713904
