text,score,label
dulu bagus sekarang sekarang kurang sebab lokasi terkininya nggk bisa dipakai udah pas lokasinya malah ada catatan penjemputan yang ditentuin jadi titik jemput nya nggk sesuai tolong dong gojek di perbaiki nggk usah pakai batasan lokasi misalnya di depan sini lah atau disini lah susah jadinya yang lain aman,4,Positif
apasih cokk abis update gabisa dibuka orang dah laper toll,1,Negatif
promo gofood sekarang dikit gak kayak dulu padahal selalu langganan bulanan,3,Netral
aplikasi sering keluar sendiri jujur setelah update sering ngebug ini aplikasi tolong di perbaiki,1,Negatif
mantul dan nyaman tepat waktu,5,Positif
kemarin order goshop keterangannya driver padat merayap coba lagiehsetelah coba lagi bbrp saat dapetnya driver utk pesanan yg samakalo dicancel kasihan drivernya udah jauh pick upterpaksa ambil semua meski ganti bbrp jenis pesananbikin nombok   ongkir kok bisa sih kalo pas eror kayak gitumohon sistemnya diperbaiki lagi,2,Negatif
agak meningkat untuk kali ini tapi sangat di sayangkan untuk akun driver masih banyak yg bukan pake akun aslinya entah itu dpt dari beli akun org lain atau gimana tapi itu justru bisa bikin bahaya dan khawatir untuk sebagaian org,2,Negatif
saya barusan beli token listrik tetapi tidak bisa dipakaiseharga ribu bagaimana inilistrik saya bunyi terussudah berulang kali memasukan token listrik tetapi tidak bisa terus saya beli ribu menggunakan gopay dan saldo saya sudah terpotong token listrik tidak bisa digunakan,1,Negatif
meminta upgrade aplikasi nya gak bijak main langsung di non aktifkan aja aplikasi nya tanpa konfirmasi ke pengguna terlebih dahulu di aplikasi kan ada saldo nya,4,Positif
senang sih tapi semakin ke sini semakin terasa mahal karena diskon nya gak bisa di pakai pakai syarat tertentu,5,Positif
biaya jasa aplikasinya dimahalin terus tapi ga pernah ada peningkatan aplikasi setiap buka beberapa menit aplikasi stuck terus dan harus close dulu nyari resto terdekat juga ga sesuai map masa harus lewat sawah maping nya dibenerin,1,Negatif
jelek sekarang udah penjemputan lama banget mahal lagi tidak vouchernya tidak seperti aplikasi lainnya pindah kalau kayak gini ya,1,Negatif
go car selalu dapat titik driver yg jauh sehingga jmpt nya lamabeda sama maximpayah,1,Negatif
aplikasinya sangat membantu mau pesan sesuatu jadi lebih gampang,5,Positif
apk sering macet lokasi sudah di kasih yang pas kadang maps pindah,3,Netral
bagus aplikasinya banyak diskon juga dan pertahankan terus pelayanan terbaik nya,5,Positif
semua lebih mudah tampa ribet,5,Positif
hidup lagi capek nya mau keluarhapus akun aja gak bisa ngemis pengguna sekali klo lgsg hapus apk kan percuma akun masih aktiv padahal baru daftar dan mau lgsg keluar,1,Negatif
mau beli kuota telkomsel malah ga bisa otomatis connet gopay padahal dulunya otomatis bayar,3,Netral
tolong utk kantor gojek tolong diperbaiki kalo titik penjemputan kadang saya selalu salah atau suka mentalnya jauh banget istilah katanya ga sesuai terkadang driver sama castumer suka marah ya seperti itu sicnyalnya suka mentalmental intinya,5,Positif
uninstaludh ga ada manfaatnya lagi paylater udh di blokirtidak bisa digunakan lagi,1,Negatif
gak bisa masuk anjeng padahal ada jaringan,1,Negatif
aku transfer gopay kemaren lusa ke bank sampe sekarang gk masuk tu uang nya pas lapor ke cs malah dijawab sama bot itupun trs an jawaban yang sama di gopay gada ke rek saya juga ga masuk ini gimna sih tolong yang bner aja lah itu uang saya sampe sekarang gak masuk ke rek saya tolong back up penyelesaian nya gmna masa uang saya ilang gt aja perusahaan gede tapi kok malah kek gni si padahal dari dulu sering pake dan gk pernah kyak gni tolong balikin uang saya,1,Negatif
maaf izin menyarankan untuk driver gocarnya di berikan arahan lagi karena saya pake gocar sudah menunggu kemudian drivernya minta tip yang tidak sesuai tarif pesanan dan masih ada juga yang mau berbuat tidak baik tolong kerja samanya makasih,4,Positif
gopay latter diupgrade malah ditolaklimit yang dari findaya malah gak bisa dipakai sama sekalinyesel upgrade disuruh coba lagi tahun depanpadahal semua transaksi pakai gopaydan go club sudah juragan makin kesini gojek makin buruk terutama karyawan it nya update terus tapi sering error terus,1,Negatif
aplikasi rusak masa gua pengguna lama aktifin gopay later aja gak bisa bisa tulisan itu itu mulu minimal harus kan tolol itu masa sampe tahun kan tolol nya udh gila sih eh sorry bukan gila tapi tingkat atas tolol nya terpelihara dengan baik oleh sistem aplikasi,1,Negatif
sebenarnya agak kecewa sih stelah di upgrade gopaylater nyamalahan limit saya turundari   skrang turun menjadi kaneh aja padahal tiap bulan bayar ontimestelah layanan gopaylater berpindah dari findaya ke multifinance anak bangsa mab tolong di perbaiki lagi system tuhbiar pengguna gopaylater tidak kecewa,2,Negatif
semenjak munculnya update pada tanggal menu antar jemput semakin rumit dulu tinggal pencet dan alamat sudah sesuai dan langsung tertera di halaman utama pada menu go ride sekarang bukannya titik jemput lokasi tersebut malah menjadi titik antar dan tidak se instan dulu,2,Negatif
tolong lah untuk dari pihak gojek terutama di bagian sistem top up pembayaran itu kalau pakai bca one klik tolong jangan adanya notifikasi apakah kamu masuk dari hp lain ini terlalu meresahkan sebagai pengguna aplikasi gojek saya kecewa dengan pemberitahuan seperti ini dikarenakan saya sudah hampir kirim kode otp berulang kali tetapi kode otp tersebut tidak masuk sama sekali saya sudah menanyakan kepada cs gojek juga untuk nomor kartu yang saya gunakan itu tidak ada masalah,1,Negatif
kenapa setelah di upgrade paylaternya jd tidak bisa dipakai padahal udah lama pakai paylaternya mengecewakan sekali udah ga bisa dipakai daftar lg malah suruh setahun kemudian gimana sih,1,Negatif
lebih suka yg dulu klo goofood keliatan di maps ojolnya sekarang gak bsa melacak pesanan dah sampai apa belum gak asik,3,Netral
kok gak bisa ganti nomor handphone yg sdh tidak aktif ya skarang ke nomor handphone yg baru pasti nongol error tidak dapat merubah nomor telepon payah gojek sekarang uninstall aja,1,Negatif
lapar mau gopud malah udah kenyang sama ongkir biaya tambahan mana ga dikasih voucher pula,1,Negatif
sudah bagus aplikasinya tapi tolong dong dibuat tampilannya lebh mudah dilihat jadi agak susah pakainya untuk pembaruan terbaru jadi bingung di mana letak akun hadeeeeh,5,Positif
duuhh gojek tolong dong klo ngasi driver jgn yg jauhknp gk yg terdekat aja yg di kasi order bikin ruwet aja lama tau nungguin driver dtg lebih jauh mereka ngambil paket drpd kirimnya tolong di perbaiki sistemnya jgn bikin repooootttt,1,Negatif
kecewa setelah update ke gopay payletter gabisa di gunakan lagi padahal tepat waktu bayarnya,1,Negatif
sangat membantu disaat berpergian cepat dan praktisselalu siap mengantar kemanapun kapanpunterima kasih gojek,5,Positif
semenjak gofood pay later nya di jadiin sama yg aplikasi pembelian barang jd gak bs beli makanan dengan cara paylater lagi pdhl sblm nya pnh telat seminggu doank pas ganti malah gak bs   pake payah gopay later   tokped gk pnh telat gopay later food telat seminggu pas upgrade gk bs   pake,2,Negatif
makin di update makin sering hang dan forced closed ini app di samsung   ultra,2,Negatif
lemot mau masuk aja susah banget udah di update aja juga susah,1,Negatif
tolong di edukasi drivernya klo customer ga minta ngebut jgn ngebut kecepatan standar aja klo customer minta ngebut baru ngebut,1,Negatif
driver pada menumpuk dipinggir jalangiliran order mencari driver terus kasian driver yg mencari nafkah kl dibikin susah aplikatornya sendiri pindah aja ah ke aplikasi sebelah gampang dpt drivernya,1,Negatif
apa ini pesan hari ini tgl september jam wib masa layanan gofood di katakan lagi penuh semua sistemnya payah gak bisa buat mesen makanan pun,2,Negatif
saya sering menggunakan gosend tapi sekarang kenapa dapat driver selalu yang jauh dari titik penjemputan sampai km padahal di sekitar lokasi penjemputan banyak driver nyender jadi lama pesanan sampai sebenarnya suka sama apk ini meski ongkir lebih mahal tidak jadi masalah karena hasil karya anak bangsa tapi kalau di persulit mikir untuk pindah ke apk sebelah,5,Positif
promonya susah cm buat driver dan promo nya tetap sj mahal,3,Netral
aplikasi sangat bagus dan promonya bkin menguntungkan utk customer dan customer tdk lari pegguna aplikasi ni,5,Positif
makin kesini makin sulit buat pembelinya gabisa konfirmasi kalo pesanan udah sesuai gabisa batalin pesanan tapi kadang gadapet driver terus kitanya jadi terombang ambing bilangnya maaf ga dapat driver bukan apa apa sih udah pake gojek dari lama banget juga makin kesini makin pelit ga ada promo samsek masa iya mau promo kita harus beli kupon sendiriv ga ada benefit jadi pengguna yang udah anak sultan atau anak dewa apalah tittle nya ga kepakev apa apa musti paylater udahapusbye,1,Negatif
ongkosnya murah tapi driver gocar nya yang banyak alesan ujungnya minta di cancel,1,Negatif
gojek update makin sini makin lag padahal hp saya terbilang mumpuni terkadang suka malas saya kalo lag lag seperti ini,3,Netral
promo nya jauh bgt standar seneng sih cuma trs susah dpt driver untuk gofood ya ini beda sama gocar dan goride padahal udah buru laper,1,Negatif
terlalu banyak biaya adm,2,Negatif
kenapa akir ini gojek dibuka aplikasinya setelah mau pesen vocer tidak bisa dipake dan sering kali gojek tidak menanggapi lalu keluar aplikasi begitu tys pdhl saya sudah nyaman pake gojek bisa buat transaksi apa aja buat yg mager tolong segera diperbaiki,4,Positif
aplikasi yg sgt berguna bagi pelajar soalnya kalo ga ada jemputan dsb itu bisa pake ini trs diskonnya ga kira enak deh pokoknya,5,Positif
tulis tujuan jarak cuma km kenapa masuknya jadi km dan itu harus muter dulu tmpat lain tolong perbaiki jangan licik karena jarak jadi dijauhkan supaya biaya lebih besar,5,Positif
gopaylaternya setelah di update aku merasa seperti pake pinjol yg bunganya berlipat lipat masak sekali transaksi ada biaya keterlambatan juga ada biaya berarti double dong biayanya nominal paylaternya juga berkurang walau gak pernah make sampai limit maksimal ya,3,Netral
gak asik ah masa baru bikin akun dan baru klaim voucher udah ga bisa digunakan udah berkali kek begini klo ga niat kasih voucher ya jangan dikasih dong saya tidak pernah kasih rating jelek ini karena emosi aja jadi maaf yaa memang sejelek itu akun baru netas pagi ini klaim voucher yg pegigojekbaru sudah muncul vouchernya dan masa berlaku sampai tanggal okt giliran mau pesan gofood ilang vouchernya gimana sih,1,Negatif
saya berterima kasih pada aplikasi ini tanpa bantuan nya saya mungkin akan selalu telat terus dan untuk saat ini masih belum ada kendala apapun baik itu error maupun loading kelamaan semoga kedepannya tetap lancar jaya,5,Positif
aplikasi taiiiiganti nomor hape keterangan suruh nunggu jam terusdan begitu terus,1,Negatif
deskripsi aplikasi kok berpantun biar apa gak rapi dan lebay jgn membudayakan melakukanmenaruh sesuatu bukan pada tempatnya,1,Negatif
aplikasi gopaycicilan gak bisa di pakai di hp xiaomi mi   sedangkan riwayat pembayaran saya gak ada keterlambatan apakah harus ganti hp yg support,1,Negatif
pantes ngorder   dpt driver pas dicek di maps   ada driver kyk gambar motor gt di sekitaran sy tp anehnya di dpn rmh sy ada ruko byk bgt driver ya dsitu ykn itu gojek logonya gojek tp ngorder aj susah kok jd busuk gini   gojek sekarang sampe mo ngorder aj susah lbh mudah pk apk sebelah dibilang tdk ada driver di daerah saya whatt itu di depan rmh saya ruko sampai ke dkt resto di situ byk drivermasa iya satu aj   ada yg bisa pick up order dh ok pk grabfood aj,1,Negatif
tolong iklan di hp gojek jangan sering napa bos lemot hp,1,Negatif
sudah sering saya alami mitra mengambil biaya yang tidak semestinya kadang saya membayar parkir dan tol dengan emoney pribadi kemudian driver memungut biaya parkir dan tol di aplikasi dengan harga yang tidak wajar jadinya saldo gopay saya diambil oleh mitra drivernya tolong yang begini ditindak mitranya sangat merugikann,1,Negatif
semenjak ada gopay mw pesen makana atwpun transfortasi jadi lebih mudah top lah buat gopay sukses selalu ya,5,Positif
waktu driver telfon pake apk gojek kok susah bgt ya nyambungnya kdg putus putus gitu padahal sinyal aman udah dimatiin telfonnya tapi di gojeknya masih terhubung panggilan apakah hpku yg kentang,4,Positif
kenapa gak bisa daftar padahal pengguna baru,1,Negatif
cepat dalam pelayanan,5,Positif
keren cuma ada kendala yaitu jika membeli pulsa terkadang harus nunggu jam padahal di butuh kan nya saat mau di beli,3,Netral
agak mengecewakan beli pulsa dan sudah bayar tapi pulsa tidak masuk ke nomor sudah dilaporkan ke cs tetap masih harus nunggu lama proses nya padahal lagi urgent banget dengan pulsa itu,4,Positif
tidak terlalu garcep kalau ada masalah di gopay,1,Negatif
pokoknya top banget deh ini banyakin promo lagi kalo bisa buat pelayanannya mantep banget dari driver gojek gofoodnya juga paling sering ngegojek dr sini sih soalnya udah percaya banget sama kalo laper beli gofood disini kdg promonya banyak poll bikin ketagihan good job pokoknya juga kl ada kesalahan pasti cepet tanggapnya buat layanan lain kaya gojekin barang cepet feenya murah banggett lop lop buat gojek,5,Positif
sering lambat aplikasinya harus di ulang kalau mau pesan gosend,3,Netral
mohon di tingkatkan lagi untuk dapat di updateaplikasi tidak dapat di update,3,Netral
mohon di tingkatkan lagi untuk dapat di updateaplikasi tidak dapat di update,3,Netral
aplikasi nya bagus tapi kenapa ya setiap saya mau upgrade selalu ditolak padahal sudah mengikuti ketentuannyamohon dijawab karena saya mau transfer uang yg ada di gopay nyaaa,5,Positif
kalo bisa blokir fake gps dan sebangsanya untuk meminimalisir orderan fiktif,2,Negatif
sumpah lagi bnr gak punya duit buat beli kuota kok tau ada gopay casback abis beli makananpadahal tinggal buat beli makaneh alhamdulillah bisa buat beli pulsa ya,5,Positif
aplikasi yang sangat bagus membantu saat kesulitan kendaraan dan mudah untuk pesan makanan   gofood disaat sedang tidak bisa keluar,5,Positif
beda jauh banget kaya dulu pesen gofood parah lama banget,1,Negatif
aplikasi tolol gak gojek gak tokopedia sama gak bisa masuk login di gojek susah banget buat masuk login di tokopedia menu tokopedia card komplian gak bisa ditekan kalau ditekan kena crash,1,Negatif
pesanan kurang dan bayar nya lebih driver tidak konfirmasi atas hal tersebut,1,Negatif
semenjak gopaylater beralih ke mab biaya adminnya mlh lbh gede kenanya krn setiap pesan selalu kena adminklo dlu msh bisa atur limit gopaylater adminnya cm dikenakan sesuai dgn bsr limit tsb tp klo sekarang gak bisa atur limit dan adminya lbh bsr jg ribet tagihan kluar jd sesi pdhl jth tempo utk dibyr sama ajjd nyesal upgrade gopaylater ke mab,1,Negatif
sangat membantu dalam pekerjaan,5,Positif
sekian lama pakai gojektrus saya selalu pakai gopay skrng kecewa krna no telp yg terdaftar sudah tidak aktif jadi no hp lama mau saya ganti dengan no yang baru tp harus ada data transaksi terakhir bagaimana saya mau tau data terakhir masuk akunnya aja gak bisa sdh masuk menu bantuan   aplikasi gojek sdh hubungi via email gojek tidak ada bantuannya malah jwbnnya selalu transaksi terakhir tidak sesuaitdk ada bantuan ato solusi nya bagaimana byee gojek udh males pke saldo gopay hilang,1,Negatif
jadi mudah ke segala tempat laper malem juga okegofood selalutrimakasih,5,Positif
coba di cek nomer kendaraan driver ini   fhl bawa motor nya kenceng banget tanpa pedulikan kastamer kalau saya pribadi masih gaul dan muda tapi apabila orang tua pasti bisa gak terima dngan kecepatan itu untuk lbih tepatnya dr rs fatmawati selasa seb tadi sekitar jm siang coba   cek saya bukan menjelekan tapi langkah baik nya mnta persetujuan penumpang dlu kalau mau cepat trnakasih,5,Positif
